id,name,side,avg_bat_speed,swing_tilt,attack_angle,attack_direction,ideal_attack_angle_rate,avg_intercept_y_vs_plate,avg_intercept_y_vs_batter,avg_batter_x_position,competitive_swings,swing_length,pull_air_rate,EV,LA,barrel_per,hardhit_per,z_contact_per,wOBA
457705,"McCutchen, Andrew",R,72.00905101610911,33.77606910394671,13.637340282795748,-0.756037525,0.54770755885997521685,-4.763944128,25.54658572127906,28.52348123588023,1614,7.604659944,0.20734597156398102,89.1,13.5,0.093,0.414,0.812,0.329
641680,"Heim, Jonah",R,69.46041458024692,28.88847543077042,11.308786812631912,0.7636843522266064,0.60370370370370370370,0.2092117458838503,29.674072351958817,31.330039632061435,1620,7.42348223,0.20575692963752668,88.9,15.5,0.068,0.371,0.866,0.289
650559,"De La Cruz, Bryan",R,71.90218547134934,38.25470210362949,13.104598167416674,0.8676991523460956,0.53666050523721503389,0.9363101475385908,28.69227729,27.549259687508943,1623,7.697695407,0.1550561797752809,89.8,12.5,0.09,0.42,0.799,0.292
671218,"Ramos, Heliot",R,74.59792647,32.370956080644305,7.488054497556561,2.8525795691212656,0.47261538461538461538,1.9295137434239094,26.931498834281843,27.99874751244216,1625,6.886975533,0.12385321100917432,91.5,10.8,0.128,0.463,0.853,0.331
681351,"O'Hoppe, Logan",R,70.99208177012905,33.407918976432924,15.845389731344047,-3.816880689,0.53042409342347879533,8.970973331609422,35.210470249225814,27.705785478967318,1627,7.423401871,0.22720247295208656,90.8,17,0.136,0.484,0.806,0.314
669127,"Langeliers, Shea",R,73.83626497560962,29.796702192987663,11.869778360332948,-4.031318383,0.62195121951219512195,9.144217999600208,35.75231738510786,29.66009197494074,1640,7.217425198,0.22025912838633688,90.9,16.9,0.125,0.444,0.815,0.306
596146,"Kepler, Max",L,71.68936598062956,30.98788370102547,7.293804320686747,-7.365684496,0.46186440677966101695,-1.443921686,32.87493854,29.881331223830347,1652,7.429162045,0.20570749108204522,90.6,16.1,0.099,0.43,0.899,0.318
663624,"Mountcastle, Ryan",R,75.39399903811247,37.15584125623009,5.184670526011202,1.077681413973614,0.36237144585601935874,-0.217643259,26.32386345473613,30.822078840361048,1653,7.477723036,0.12259615384615383,91,10.9,0.105,0.452,0.847,0.316
656775,"Mullins, Cedric",L,71.03876195534096,29.197519710567096,11.105361384632765,-5.40620169,0.62100181050090525045,-1.776957322,28.824712128565675,24.832954213920573,1657,7.539505709,0.25981524249422633,88.2,22,0.057,0.35,0.869,0.31
657757,"Sheets, Gavin",L,73.34930015024028,28.89411775331592,7.8124110828413285,-7.080079392,0.49218750000000000000,0.8007178128794764,30.902171314074867,29.124364646358917,1664,7.650604534,0.2332155477031802,88.9,14.9,0.068,0.39,0.861,0.295
680757,"Kwan, Steven",L,64.02616115985573,35.56953913085468,3.049774022761942,-2.119994218,0.34795673076923076923,4.652307001362813,28.729157226723085,22.96746281888481,1664,6.410270403,0.13258426966292136,86.1,12.8,0.017,0.208,0.958,0.328
643446,"McNeil, Jeff",L,69.12191708208492,32.76869780414726,8.110151154256647,-4.461072468,0.47273816656680647094,0.24850147427686187,30.19103296962274,25.91999430916663,1669,7.173004089,0.20488721804511278,86.5,14.7,0.027,0.29,0.921,0.316
687263,"Neto, Zach",R,70.88740592814369,35.035526694239735,15.414267990186723,-5.499684626,0.54550898203592814371,13.083594297906123,34.539510633655176,22.225516720768255,1670,7.078025654,0.20567375886524822,89.4,13.7,0.1,0.411,0.84,0.328
656811,"O'Hearn, Ryan",L,72.21346039262343,32.50619295,9.892028457646406,0.432457238,0.43367043426531826294,0.4924230609212099,26.775453648353057,30.00797356749968,1681,7.150867522,0.1597701149425287,90.8,11.6,0.084,0.455,0.896,0.342
669701,"Smith, Josh",L,69.76812479785971,36.79897566933146,10.970124331649805,-3.619112767,0.44649227110582639715,0.30644139200161874,32.916308831884116,27.859051573940363,1682,6.76161821,0.19101123595505617,88,14.5,0.054,0.356,0.889,0.32
630105,"Cronenworth, Jake",L,69.69572898395718,32.61822682169174,6.645935626710125,0.34068960733579395,0.36125965537730243613,-5.607822576,29.53397191857429,26.683786707681595,1683,7.031513819,0.16782522343594836,88.2,14.7,0.064,0.357,0.921,0.314
608324,"Bregman, Alex",R,71.08638839952573,28.443182658762925,12.693630767389386,-2.991548616,0.68346176644931831654,2.739502424820092,30.830801709953345,25.668071652795707,1687,6.997049299,0.21778886118038238,89.3,18.1,0.063,0.404,0.923,0.349
641487,"Crawford, J.P.",L,71.57545933175648,35.735654242337986,6.291175758409282,-1.014321996,0.40035481963335304554,2.4222079940756824,37.50634990267307,27.011948914943346,1691,7.260627719,0.1707070707070707,87.7,13.6,0.055,0.358,0.886,0.334
673357,"Robert Jr., Luis",R,75.27213504137126,36.057581178761964,11.18356108159506,-4.225434334,0.51654846335697399527,-1.889279148,29.225380030891422,26.754759054082932,1692,7.829174161,0.21137206427688507,89.6,16.2,0.127,0.414,0.811,0.316
643217,"Benintendi, Andrew",L,68.02718716312059,33.757235994468644,13.63214157532241,0.001263116,0.55969267139479905437,1.5613753922451077,32.94605757901288,22.375580411717035,1692,6.776059137,0.1865042174320525,87.5,16.5,0.06,0.311,0.858,0.302
624585,"Soler, Jorge",R,75.04637164030464,33.59434756473102,10.101953556285261,-8.391546739,0.55770357352079671939,0.7192377174965972,28.699362164393712,29.46842400165516,1707,7.850590229,0.20685840707964598,90.7,17,0.134,0.448,0.835,0.339
666624,"Morel, Christopher",R,75.86948177296662,27.638354050683663,13.907539834445748,-7.113335171,0.71562317144528964307,6.437104073078214,33.71138370063077,27.567538982149493,1709,8.056891416,0.23293172690763053,90.5,14.4,0.127,0.446,0.754,0.308
665862,"Chisholm Jr., Jazz",L,72.50990361403525,34.911907508961875,14.761837018636859,-2.807294928,0.54269005847953216374,4.5007341651853165,29.114673145663023,25.69024156421797,1710,7.560924069,0.17813267813267813,89.8,12.4,0.123,0.418,0.779,0.335
606466,"Marte, Ketel",R,73.79886226612413,33.174601945883126,9.288613579,-6.336341072,0.55665310865775711795,4.568755667008749,36.16280684282439,24.07507787850392,1721,7.646511285,0.19444444444444442,92.2,11,0.111,0.472,0.88,0.381
660821,"Sánchez, Jesús",L,75.16608001741149,29.70801901312154,7.5222473183195016,1.5264820092182425,0.50203134068485200232,5.920867010697347,32.60469883,29.38107991714912,1723,7.043049013,0.1286764705882353,91.7,7.8,0.121,0.479,0.839,0.324
608369,"Seager, Corey",L,72.27589506079913,33.94905209188882,13.01346999146152,-0.243083332,0.52692530399536768964,6.754095575454316,33.54740687855153,27.97839622555202,1727,6.668529814,0.1753112033195021,92.9,12.9,0.154,0.522,0.874,0.386
679529,"Torkelson, Spencer",R,73.87117389,34.54900261199745,11.541751410941083,-8.099328332,0.52525832376578645235,1.0126631100235168,30.55742866350148,26.62751395915594,1742,7.631059323,0.2622415669205659,90.7,19,0.124,0.46,0.855,0.325
683734,"Vaughn, Andrew",R,70.50265854,28.703899441666486,9.449566014649944,-4.284066958,0.56178489702517162471,0.2551736536293583,31.308752726456223,29.316461210486434,1748,7.532537653,0.16265640038498558,90.7,14.2,0.095,0.452,0.894,0.305
669257,"Smith, Will",R,68.53407065,34.440321851811234,11.610854267903132,0.9653470261585959,0.60879497430039977156,-1.779331981,30.953179667587005,27.68658785079814,1751,7.192871302,0.1623578076525336,89.8,17.6,0.097,0.423,0.869,0.352
676475,"Burleson, Alec",L,71.41100745331076,32.48973084837778,9.953769081866234,0.5595274696794251,0.55800792303338992643,-4.696235381,29.98793075178303,22.737469756455205,1767,7.489742269,0.1550695825049702,90.1,14.3,0.07,0.412,0.89,0.321
664040,"Lowe, Brandon",L,73.33479280810353,34.57904748551437,14.966579520065947,-3.150355751,0.48171074845244794598,7.037384994271004,34.79230062,26.20377422120909,1777,7.142855831,0.23476005188067445,91.1,15,0.121,0.462,0.818,0.338
691026,"Winn, Masyn",R,70.39311931,28.99391116,5.377486670612999,-2.656472321,0.41526374859708193042,0.6801180977103721,33.30803124319306,22.981148107665174,1782,7.383480101,0.18149882903981263,87.3,14.3,0.041,0.341,0.896,0.301
